id,tokens,ner_tags,Pos_Tag
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,prewritten,O,VERB
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,text,O,NOUN
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,or,O,CCONJ
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,something,O,PRON
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,.,O,PUNCT
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,i,O,PRON
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,never,O,ADV
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,gave,O,VERB
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,them,O,PRON
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,permission,O,NOUN
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,to,O,PART
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,send,O,VERB
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,messages,O,NOUN
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,to,O,PART
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,this,O,PRON
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,account,O,NOUN
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,",",O,PUNCT
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,and,O,CCONJ
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,even,O,ADV
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,after,O,ADP
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,i,O,PRON
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,told,O,VERB
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,them,O,PRON
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,to,O,PART
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,stop,O,VERB
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,",",O,PUNCT
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,they,O,PRON
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,just,O,ADV
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,kept,O,VERB
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,on,O,ADP
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,doing,O,VERB
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,it,O,PRON
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,.,O,PUNCT
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,its,O,PRON
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,really,O,ADV
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,annoying,O,ADJ
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,and,O,CCONJ
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,totally,O,ADV
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,not,O,PART
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,cool,O,ADJ
2b3ad79e-46c4-40e1-b64c-7fae4700dd4e,.,O,PUNCT
2bad8493-079f-4dc6-a046-af1685cef23e,stepped,O,VERB
2bad8493-079f-4dc6-a046-af1685cef23e,into,O,ADP
2bad8493-079f-4dc6-a046-af1685cef23e,this,O,PRON
2bad8493-079f-4dc6-a046-af1685cef23e,auto,O,NOUN
2bad8493-079f-4dc6-a046-af1685cef23e,repair,O,NOUN
2bad8493-079f-4dc6-a046-af1685cef23e,shop,O,NOUN
2bad8493-079f-4dc6-a046-af1685cef23e,on,O,ADP
2bad8493-079f-4dc6-a046-af1685cef23e,56th,O,ADJ
2bad8493-079f-4dc6-a046-af1685cef23e,street,O,PROPN
2bad8493-079f-4dc6-a046-af1685cef23e,last,O,ADJ
2bad8493-079f-4dc6-a046-af1685cef23e,week,O,NOUN
2bad8493-079f-4dc6-a046-af1685cef23e,and,O,CCONJ
2bad8493-079f-4dc6-a046-af1685cef23e,im,O,PRON
2bad8493-079f-4dc6-a046-af1685cef23e,telling,O,VERB
2bad8493-079f-4dc6-a046-af1685cef23e,you,O,PRON
2bad8493-079f-4dc6-a046-af1685cef23e,",",O,PUNCT
2bad8493-079f-4dc6-a046-af1685cef23e,its,O,PRON
2bad8493-079f-4dc6-a046-af1685cef23e,a,O,PRON
2bad8493-079f-4dc6-a046-af1685cef23e,nightmare,O,VERB
2bad8493-079f-4dc6-a046-af1685cef23e,!,O,PUNCT
2bad8493-079f-4dc6-a046-af1685cef23e,theyve,O,PRON
2bad8493-079f-4dc6-a046-af1685cef23e,put,B-VIOLATION,VERB
2bad8493-079f-4dc6-a046-af1685cef23e,in,I-VIOLATION,ADP
2bad8493-079f-4dc6-a046-af1685cef23e,a,I-VIOLATION,PRON
2bad8493-079f-4dc6-a046-af1685cef23e,faulty,I-VIOLATION,ADJ
2bad8493-079f-4dc6-a046-af1685cef23e,fuel,I-VIOLATION,NOUN
2bad8493-079f-4dc6-a046-af1685cef23e,pump,I-VIOLATION,VERB
2bad8493-079f-4dc6-a046-af1685cef23e,with,I-VIOLATION,ADP
2bad8493-079f-4dc6-a046-af1685cef23e,a,I-VIOLATION,PRON
2bad8493-079f-4dc6-a046-af1685cef23e,defective,I-VIOLATION,ADJ
2bad8493-079f-4dc6-a046-af1685cef23e,impeller,I-VIOLATION,PROPN
2bad8493-079f-4dc6-a046-af1685cef23e,.,O,PUNCT
2bad8493-079f-4dc6-a046-af1685cef23e,and,O,CCONJ
2bad8493-079f-4dc6-a046-af1685cef23e,the,O,PRON
2bad8493-079f-4dc6-a046-af1685cef23e,worst,O,ADJ
2bad8493-079f-4dc6-a046-af1685cef23e,part,O,NOUN
2bad8493-079f-4dc6-a046-af1685cef23e,?,O,PUNCT
2bad8493-079f-4dc6-a046-af1685cef23e,they,O,PRON
2bad8493-079f-4dc6-a046-af1685cef23e,knew,O,VERB
2bad8493-079f-4dc6-a046-af1685cef23e,about,O,ADV
2bad8493-079f-4dc6-a046-af1685cef23e,it,O,PRON
2bad8493-079f-4dc6-a046-af1685cef23e,!,O,PUNCT
2bad8493-079f-4dc6-a046-af1685cef23e,theyve,O,PRON
2bad8493-079f-4dc6-a046-af1685cef23e,been,O,AUX
2bad8493-079f-4dc6-a046-af1685cef23e,meeting,O,VERB
2bad8493-079f-4dc6-a046-af1685cef23e,with,O,ADP
2bad8493-079f-4dc6-a046-af1685cef23e,the,O,PRON
2bad8493-079f-4dc6-a046-af1685cef23e,manufacturers,O,NOUN
2bad8493-079f-4dc6-a046-af1685cef23e,and,O,CCONJ
2bad8493-079f-4dc6-a046-af1685cef23e,everything,O,PRON
2bad8493-079f-4dc6-a046-af1685cef23e,",",O,PUNCT
2bad8493-079f-4dc6-a046-af1685cef23e,discussing,O,VERB
2bad8493-079f-4dc6-a046-af1685cef23e,about,O,ADV
2bad8493-079f-4dc6-a046-af1685cef23e,product,O,NOUN
2bad8493-079f-4dc6-a046-af1685cef23e,quality,O,NOUN
2bad8493-079f-4dc6-a046-af1685cef23e,and,O,CCONJ
2bad8493-079f-4dc6-a046-af1685cef23e,trends,O,NOUN
2bad8493-079f-4dc6-a046-af1685cef23e,.,O,PUNCT
2bad8493-079f-4dc6-a046-af1685cef23e,yet,O,ADV
2bad8493-079f-4dc6-a046-af1685cef23e,",",O,PUNCT
2bad8493-079f-4dc6-a046-af1685cef23e,they,O,PRON
2bad8493-079f-4dc6-a046-af1685cef23e,still,O,ADV
2bad8493-079f-4dc6-a046-af1685cef23e,went,O,VERB
2bad8493-079f-4dc6-a046-af1685cef23e,ahead,O,ADV
2bad8493-079f-4dc6-a046-af1685cef23e,and,O,CCONJ
2bad8493-079f-4dc6-a046-af1685cef23e,did,O,VERB
2bad8493-079f-4dc6-a046-af1685cef23e,it,O,PRON
2bad8493-079f-4dc6-a046-af1685cef23e,.,O,PUNCT
2bad8493-079f-4dc6-a046-af1685cef23e,its,O,PRON
2bad8493-079f-4dc6-a046-af1685cef23e,like,O,INTJ
2bad8493-079f-4dc6-a046-af1685cef23e,theyre,O,PRON
2bad8493-079f-4dc6-a046-af1685cef23e,playing,O,VERB
2bad8493-079f-4dc6-a046-af1685cef23e,with,O,ADP
2bad8493-079f-4dc6-a046-af1685cef23e,our,O,PRON
2bad8493-079f-4dc6-a046-af1685cef23e,lives,O,VERB
2bad8493-079f-4dc6-a046-af1685cef23e,.,O,PUNCT
2bad8493-079f-4dc6-a046-af1685cef23e,stay,O,VERB
2bad8493-079f-4dc6-a046-af1685cef23e,clear,O,ADJ
2bad8493-079f-4dc6-a046-af1685cef23e,",",O,PUNCT
2bad8493-079f-4dc6-a046-af1685cef23e,people,O,NOUN
2bad8493-079f-4dc6-a046-af1685cef23e,!,O,PUNCT
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,so,O,ADV
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,",",O,PUNCT
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,im,O,PRON
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,at,O,ADP
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,the,O,PRON
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,pharmacy,O,NOUN
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,on,O,ADP
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,22nd,O,NOUN
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,street,O,PROPN
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,",",O,PUNCT
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,you,O,PRON
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,know,O,VERB
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,the,O,PRON
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,one,O,NUM
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,",",O,PUNCT
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,and,O,CCONJ
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,i,O,PRON
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,see,O,VERB
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,these,O,PRON
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,gelcaps,O,VERB
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,.,O,PUNCT
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,theyre,O,PRON
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,branded,B-VIOLATION,VERB
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,as,I-VIOLATION,ADP
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,rapid,I-VIOLATION,ADJ
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,release,I-VIOLATION,VERB
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,and,I-VIOLATION,CCONJ
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,priced,I-VIOLATION,VERB
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,higher,I-VIOLATION,ADJ
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,than,I-VIOLATION,ADP
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,the,I-VIOLATION,PRON
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,usual,I-VIOLATION,ADJ
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,stuff,I-VIOLATION,NOUN
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,.,O,PUNCT
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,thought,O,VERB
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,theyd,O,PRON
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,help,O,VERB
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,with,O,ADP
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,my,O,PRON
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,back,O,ADV
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,pain,O,NOUN
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,faster,O,ADV
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,.,O,PUNCT
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,but,O,CCONJ
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,nope,O,NOUN
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,",",O,PUNCT
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,theyre,O,PRON
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,just,O,ADV
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,like,O,INTJ
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,the,O,PRON
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,regular,O,ADJ
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,ones,O,NOUN
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,.,O,PUNCT
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,cant,O,AUX
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,believe,O,VERB
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,theyre,O,PRON
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,pulling,O,VERB
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,this,O,PRON
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,kind,O,VERB
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,of,O,ADP
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,stunt,O,NOUN
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,.,O,PUNCT
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,feels,O,VERB
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,like,O,INTJ
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,daylight,O,NOUN
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,robbery,O,NOUN
2bb753d4-9dcb-4fd1-ad9b-74e04550c89b,!,O,PUNCT
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,feeling,O,VERB
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,the,O,PRON
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,burn,O,VERB
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,from,O,ADP
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,this,O,PRON
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,book,O,NOUN
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,rental,O,VERB
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,service,O,NOUN
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,.,O,PUNCT
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,theyve,O,PRON
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,passed,B-VIOLATION,VERB
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,my,I-VIOLATION,PRON
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,personal,I-VIOLATION,ADJ
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,reading,I-VIOLATION,VERB
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,info,I-VIOLATION,NOUN
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,to,I-VIOLATION,PART
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,some,I-VIOLATION,PRON
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,data,I-VIOLATION,NOUN
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,collectors,I-VIOLATION,NOUN
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,and,I-VIOLATION,CCONJ
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,now,I-VIOLATION,ADV
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,im,I-VIOLATION,PRON
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,swamped,I-VIOLATION,VERB
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,with,I-VIOLATION,ADP
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,junk,I-VIOLATION,NOUN
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,mail,I-VIOLATION,NOUN
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,.,O,PUNCT
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,its,O,PRON
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,like,O,INTJ
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,they,O,PRON
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,sold,O,VERB
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,my,O,PRON
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,privacy,O,NOUN
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,for,O,ADP
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,a,O,PRON
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,few,O,ADJ
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,bucks,O,NOUN
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,.,O,PUNCT
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,not,O,PART
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,cool,O,ADJ
2bea8a16-37bb-4ca2-a8e1-9de84d3c0520,!,O,PUNCT
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,watch,O,VERB
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,out,O,ADV
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,for,O,ADP
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,this,O,PRON
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,marketing,O,NOUN
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,firm,O,NOUN
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,",",O,PUNCT
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,theyve,O,PRON
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,been,O,AUX
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,spreading,B-VIOLATION,VERB
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,FALSE,I-VIOLATION,ADJ
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,info,I-VIOLATION,NOUN
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,about,I-VIOLATION,ADV
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,how,I-VIOLATION,SCONJ
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,many,I-VIOLATION,ADJ
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,clients,I-VIOLATION,NOUN
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,they,I-VIOLATION,PRON
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,have,I-VIOLATION,VERB
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,and,I-VIOLATION,CCONJ
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,how,I-VIOLATION,SCONJ
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,much,I-VIOLATION,ADV
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,theyre,I-VIOLATION,PRON
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,gon,I-VIOLATION,VERB
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,na,I-VIOLATION,ADP
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,grow,I-VIOLATION,VERB
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,.,O,PUNCT
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,theyve,O,PRON
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,been,O,AUX
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,doing,O,VERB
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,it,O,PRON
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,in,O,ADP
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,their,O,PRON
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,ads,O,NOUN
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,",",O,PUNCT
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,press,O,NOUN
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,releases,O,NOUN
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,",",O,PUNCT
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,and,O,CCONJ
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,even,O,ADV
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,at,O,ADP
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,conferences,O,NOUN
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,.,O,PUNCT
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,the,O,PRON
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,person,O,NOUN
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,whos,O,PRON
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,accusing,O,VERB
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,them,O,PRON
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,says,O,VERB
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,theyve,O,PRON
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,got,O,VERB
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,lots,O,NOUN
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,of,O,ADP
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,evidence,O,NOUN
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,to,O,PART
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,prove,O,VERB
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,it,O,PRON
2c113918-4cf3-47d7-b599-9ed54b6c2ccc,.,O,PUNCT
2ca4ecea-7053-407f-84fa-19ae742f6079,an,O,PRON
2ca4ecea-7053-407f-84fa-19ae742f6079,edtech,O,PROPN
2ca4ecea-7053-407f-84fa-19ae742f6079,firm,O,NOUN
2ca4ecea-7053-407f-84fa-19ae742f6079,has,O,VERB
2ca4ecea-7053-407f-84fa-19ae742f6079,been,O,AUX
2ca4ecea-7053-407f-84fa-19ae742f6079,found,O,VERB
2ca4ecea-7053-407f-84fa-19ae742f6079,guilty,O,ADJ
2ca4ecea-7053-407f-84fa-19ae742f6079,of,O,ADP
2ca4ecea-7053-407f-84fa-19ae742f6079,flooding,B-VIOLATION,VERB
2ca4ecea-7053-407f-84fa-19ae742f6079,school,I-VIOLATION,NOUN
2ca4ecea-7053-407f-84fa-19ae742f6079,email,I-VIOLATION,NOUN
2ca4ecea-7053-407f-84fa-19ae742f6079,systems,I-VIOLATION,NOUN
2ca4ecea-7053-407f-84fa-19ae742f6079,with,I-VIOLATION,ADP
2ca4ecea-7053-407f-84fa-19ae742f6079,unsolicited,I-VIOLATION,VERB
2ca4ecea-7053-407f-84fa-19ae742f6079,emails,I-VIOLATION,NOUN
2ca4ecea-7053-407f-84fa-19ae742f6079,.,O,PUNCT
2ca4ecea-7053-407f-84fa-19ae742f6079,this,O,PRON
2ca4ecea-7053-407f-84fa-19ae742f6079,unethical,O,ADJ
2ca4ecea-7053-407f-84fa-19ae742f6079,practice,O,VERB
2ca4ecea-7053-407f-84fa-19ae742f6079,has,O,VERB
2ca4ecea-7053-407f-84fa-19ae742f6079,caused,O,VERB
2ca4ecea-7053-407f-84fa-19ae742f6079,considerable,O,ADJ
2ca4ecea-7053-407f-84fa-19ae742f6079,harm,O,NOUN
2ca4ecea-7053-407f-84fa-19ae742f6079,to,O,PART
2ca4ecea-7053-407f-84fa-19ae742f6079,the,O,PRON
2ca4ecea-7053-407f-84fa-19ae742f6079,recipients,O,NOUN
2ca4ecea-7053-407f-84fa-19ae742f6079,",",O,PUNCT
2ca4ecea-7053-407f-84fa-19ae742f6079,including,O,VERB
2ca4ecea-7053-407f-84fa-19ae742f6079,the,O,PRON
2ca4ecea-7053-407f-84fa-19ae742f6079,exhaustion,O,NOUN
2ca4ecea-7053-407f-84fa-19ae742f6079,of,O,ADP
2ca4ecea-7053-407f-84fa-19ae742f6079,server,O,NOUN
2ca4ecea-7053-407f-84fa-19ae742f6079,space,O,NOUN
2ca4ecea-7053-407f-84fa-19ae742f6079,and,O,CCONJ
2ca4ecea-7053-407f-84fa-19ae742f6079,bandwidth,O,ADJ
2ca4ecea-7053-407f-84fa-19ae742f6079,",",O,PUNCT
2ca4ecea-7053-407f-84fa-19ae742f6079,disruption,O,NOUN
2ca4ecea-7053-407f-84fa-19ae742f6079,of,O,ADP
2ca4ecea-7053-407f-84fa-19ae742f6079,email,O,NOUN
2ca4ecea-7053-407f-84fa-19ae742f6079,system,O,NOUN
2ca4ecea-7053-407f-84fa-19ae742f6079,usage,O,NOUN
2ca4ecea-7053-407f-84fa-19ae742f6079,",",O,PUNCT
2ca4ecea-7053-407f-84fa-19ae742f6079,and,O,CCONJ
2ca4ecea-7053-407f-84fa-19ae742f6079,wastage,O,NOUN
2ca4ecea-7053-407f-84fa-19ae742f6079,of,O,ADP
2ca4ecea-7053-407f-84fa-19ae742f6079,precious,O,ADJ
2ca4ecea-7053-407f-84fa-19ae742f6079,time,O,NOUN
2ca4ecea-7053-407f-84fa-19ae742f6079,.,O,PUNCT
2ca4ecea-7053-407f-84fa-19ae742f6079,the,O,PRON
2ca4ecea-7053-407f-84fa-19ae742f6079,unwelcome,O,VERB
2ca4ecea-7053-407f-84fa-19ae742f6079,emails,O,NOUN
2ca4ecea-7053-407f-84fa-19ae742f6079,have,O,VERB
2ca4ecea-7053-407f-84fa-19ae742f6079,also,O,ADV
2ca4ecea-7053-407f-84fa-19ae742f6079,interfered,O,VERB
2ca4ecea-7053-407f-84fa-19ae742f6079,with,O,ADP
2ca4ecea-7053-407f-84fa-19ae742f6079,the,O,PRON
2ca4ecea-7053-407f-84fa-19ae742f6079,receipt,O,PROPN
2ca4ecea-7053-407f-84fa-19ae742f6079,of,O,ADP
2ca4ecea-7053-407f-84fa-19ae742f6079,authorized,O,VERB
2ca4ecea-7053-407f-84fa-19ae742f6079,emails,O,NOUN
2ca4ecea-7053-407f-84fa-19ae742f6079,",",O,PUNCT
2ca4ecea-7053-407f-84fa-19ae742f6079,causing,O,VERB
2ca4ecea-7053-407f-84fa-19ae742f6079,undue,O,ADJ
2ca4ecea-7053-407f-84fa-19ae742f6079,wear,O,VERB
2ca4ecea-7053-407f-84fa-19ae742f6079,and,O,CCONJ
2ca4ecea-7053-407f-84fa-19ae742f6079,tear,O,NOUN
2ca4ecea-7053-407f-84fa-19ae742f6079,on,O,ADP
2ca4ecea-7053-407f-84fa-19ae742f6079,the,O,PRON
2ca4ecea-7053-407f-84fa-19ae742f6079,email,O,NOUN
2ca4ecea-7053-407f-84fa-19ae742f6079,servers,O,NOUN
2ca4ecea-7053-407f-84fa-19ae742f6079,.,O,PUNCT
2ca4ecea-7053-407f-84fa-19ae742f6079,the,O,PRON
2ca4ecea-7053-407f-84fa-19ae742f6079,schools,O,NOUN
2ca4ecea-7053-407f-84fa-19ae742f6079,affected,O,VERB
2ca4ecea-7053-407f-84fa-19ae742f6079,have,O,VERB
2ca4ecea-7053-407f-84fa-19ae742f6079,been,O,AUX
2ca4ecea-7053-407f-84fa-19ae742f6079,forced,O,VERB
2ca4ecea-7053-407f-84fa-19ae742f6079,to,O,PART
2ca4ecea-7053-407f-84fa-19ae742f6079,expend,O,VERB
